i,y
385,3.487276373960827
386,3.0905749139134002
387,1.904987591780691
388,2.963588111052309
390,2.108648389442411
392,2.3933846931801446
393,2.514068393654884
394,3.3143393250373885
395,3.444268011362973
396,2.5570555317866277
397,2.8583301693279455
398,2.6343794705701935
399,2.763148237047134
400,2.650349449717242
401,2.871666842507313
402,1.9129403543563988
403,3.5126361749206487
404,2.9194091311109833
406,2.192339011566556
407,3.019987766667337
408,3.7831779750022942
409,2.704367612531808
410,1.4125285354700778
411,1.8386688774763176
412,2.6884363698762863
413,2.4196324443047557
414,2.8668264662119585
415,2.0542987984016046
419,3.3515233071330277
420,2.976484141461883
421,1.7158109886903057
422,3.4357336070723794
423,2.8948410547670167
424,2.010519707177922
425,3.087202025567469
426,2.86174221794797
427,2.9107255125223306
428,3.3909951480310547
430,2.4750154532003723
431,1.6159239827191398
432,3.0091394747939852
433,1.8866448570442627
434,2.3749832720345663
435,2.8266713214547536
436,3.0752615077518928
437,2.3637078153070856
438,2.375239134898882
439,2.017360570534602
440,2.3881520043872744
441,2.2986017965592023
442,2.5062625926588504
443,1.6845365608814284
444,1.8526107955929685
445,1.8838834711276473
446,2.34128766226902
448,2.3232140869761193
449,3.418927115767426
450,3.381053468192163
451,2.744090623731413
453,3.699706885709939
454,3.5816289499577865
455,1.4468611763145551
456,1.7019876309640092
457,3.2231177075789295
458,2.7707615689920373
459,1.9679484309747908
460,1.8930917178239108
461,3.297129047935316
462,2.4717510621992185
463,3.15257534502971
464,3.5415744286144397
465,3.213933366986751
466,3.480396412405065
467,1.8396206312807082
468,3.120933139835867
469,2.4802946272897595
470,1.8725750029660235
471,4.020561662809697
472,2.642529327814953
473,2.3186577635606826
474,2.2210971198746416
475,2.9532965572470764
477,3.3644057417592204
478,3.751108409972314
481,3.3238552811261117
482,2.8280124558354944
483,3.288015906706855
484,2.5037618127608376
485,2.799632059436187
486,3.5804132279273437
487,2.5741220393198074
488,3.298057059867892
489,1.441026148492116
490,3.5903756834546767
491,2.168466853115684
492,2.667188946223094
493,2.7420315033973237
494,3.781701138415179
495,1.2898749165885903
497,3.0983291203791596
498,3.388067350490383
499,1.732971964903764
500,3.5263736199182447
501,2.7969473750648453
502,2.9184243691079748
503,2.2308763967807765
504,2.8638622044419595
505,2.6067807923121182
506,1.870178551566407
507,2.2716218613781294
508,2.669013867358761
509,2.4590067594485334
510,2.5597074124416683
511,2.355746873150884
512,3.3265313373736247
513,3.274333420275614
514,2.540403922979208
515,2.1719690077445
516,3.511556920548355
517,2.155270023516227
518,2.5043220827222825
519,2.473045639392053
520,2.2244014846769855
521,2.870890768896696
522,1.9682460618693134
524,2.713142877717564
525,2.839055917133452
526,2.89108633138199
527,3.147938738441321
528,3.4543185874657842
529,2.4684948258472383
531,3.2104270193225215
532,2.090376615670933
533,2.7356927645569855
534,2.814284571580575
535,1.9161115107718572
536,3.338785018773886
537,2.060886600713613
538,2.899658202252943
540,3.4789626973457244
542,1.7687480231318082
544,3.306533262233452
545,1.549410139631464
546,2.826382133175161
547,2.2366247445872314
548,3.6346893396680438
549,3.139186874139046
550,2.9918241433732824
552,2.1327245492113405
554,2.742355007839038
555,1.9939201925720713
556,3.281178921107203
557,3.0912877061328667
558,1.8534442271355238
559,2.3813110520339626
560,2.5573820974431505
561,3.051991877152002
562,2.340926579905593
563,1.782273237135012
564,3.0334678869085097
565,3.3056383266277987
566,2.7105676392834614
567,1.2778524156677424
568,2.0927889954637573
569,3.1104788067432585
570,2.5605032090401587
571,2.1165865903562553
572,3.103708233536828
573,2.138955989389535
574,2.2047914248183713
575,1.432748360723912
576,2.9443467176344047
577,2.5017582550155635
578,1.9798294663430638
579,3.0230165574358705
580,3.810524315938523
581,1.7333975858484927
582,2.7405726414963816
583,3.0567763728664277
584,2.4094601509043114
585,2.088938795290899
586,2.145018666808063
587,3.1852727590231744
588,3.667631211014009
589,1.3994289504808637
590,2.1284824301165868
591,3.7517859299481433
592,2.59720690460618
593,1.8436096685897883
594,2.8243701729621424
595,2.512369569224187
596,2.379124033900449
597,2.6426176547512585
598,1.7584326962511092
599,2.3718685082699604
600,3.3043505657315357
601,2.9591522997176454
602,1.6022932524518032
604,1.7669172898221264
605,3.1917525726206053
606,2.890449380015495
607,1.5616990360152738
608,3.0077696550866935
609,2.7898401667768633
610,2.92447110385411
611,1.5830553212464347
612,3.5329403355821203
613,2.200194522349138
615,3.1198191841545464
616,2.883612574049052
617,3.657699349503246
618,1.719386645517765
620,1.8569941442587463
621,2.7790805464186232
622,3.9280821965413573
623,1.9363813700761596
624,2.7410475339653666
625,2.0251637139426357
626,2.352163020501256
627,1.9702480437175849
628,2.2826963831139033
629,3.2769553477174935
630,2.54474809935814
632,3.3573114906670036
633,2.186505497762724
634,3.2024181741445132
635,2.8818799717542554
636,3.0752203206915585
637,2.3018530575311202
638,2.0589047938960903
639,2.268303846452548
640,3.039836924218647
641,2.813147782635397
642,1.9801274148015906
643,2.8591790496312743
644,3.2136739015602296
645,2.325431165797575
646,2.2039657045774295
647,2.6740110883890758
648,3.338992093801788
649,3.2306858200533015
650,2.2883625312813916
651,2.0262020825700042
652,3.2502117056515933
653,2.1151755279782565
654,3.051886761073609
655,1.9753510992078485
656,1.9812220820068758
658,2.257403514354526
659,1.685279867626736
661,3.5363663583824567
662,3.701707604109494
664,2.654516271941756
666,1.492394948910544
667,3.0074208928919868
668,2.5037027879676206
669,2.7975685710149913
670,1.7716328240992336
671,2.0370361336376406
672,2.221834140756884
673,3.1697686938115592
674,2.948051687378917
675,3.929705361907251
676,2.4279947885178736
677,1.2834979410563303
678,2.137736204370939
679,2.2046985816748363
681,2.190015336857048
683,3.1406287597992644
684,2.707663722475848
686,2.3610426498245953
688,2.444144694500041
689,1.608044855382893
690,1.7230612129100882
691,3.503296762432165
692,1.9377520725841493
693,2.0001750052385843
694,2.3456060479456236
695,3.2025755255093404
696,2.4434794906522734
697,3.3498566949848567
698,1.8956453504975475
699,2.850415190426569
700,2.144789289473337
701,2.427023677602937
703,1.9548400975927693
704,3.613969132712187
705,3.143254528679671
706,3.078256905271626
707,2.6178081732969196
708,2.9007557145731613
709,2.128720586356653
710,3.1882047613240982
711,2.359131022254715
712,3.517735360617025
713,1.938880347156923
714,1.7626573272407955
716,2.401698853851399
717,2.3583261186583715
718,3.1760824352442625
719,2.4616753608421678
720,2.98905088415215
721,3.3124853027023677
723,2.229454035083712
725,1.7884678700874876
726,2.6065955930789606
727,2.7092009643314396
728,1.5246880488567411
730,1.9540108314662685
733,3.4263987962527755
734,1.815980239118756
736,2.9220144268289734
737,3.7900587117770312
738,1.4643636715382846
739,3.6546879610675864
740,1.616720671571747
741,2.0206830088067465
742,2.4508418398427025
743,3.355411595680496
744,2.088094846404319
745,2.057651723444182
746,3.61858356380698
747,2.0441279779323684
748,2.6397923007931707
749,3.016529600475057
750,3.0169109512251877
751,2.956095319791506
752,2.787064843749698
753,2.6801558406903765
754,2.8641559555906717
755,2.3531978420576323
756,3.478552542066401
757,2.8759182015176745
758,3.249297808632515
759,3.0565759361926825
760,2.6622301584901336
761,1.8918402113330743
762,3.2004940798836845
763,3.21080128461141
764,3.3166574635792334
765,3.2589121984877094
766,2.36457223319111
768,3.145311209197645
769,2.891701514311997
770,3.5740134040738796
771,3.4306884566772213
773,3.6914464071658957
774,2.570672468249401
775,2.5794923958741562
776,1.4620964373634904
777,2.1587891875107483
778,3.0605249093476705
779,3.136006916942297
781,2.0787372383408225
782,2.636573678052877
783,1.5912452061858366
784,3.355651229882471
785,3.479096292119661
786,2.879695762312444
787,2.705703607992138
788,2.2113267826839182
789,2.5923731535592567
790,3.18982159081191
791,1.9608297102297447
792,3.3093389963495694
793,2.971074069566882
794,2.8962672059832024
795,2.5326479027577884
796,2.6142615989724445
797,2.6264704807800023
798,3.5682629293250545
799,1.8042534195870459
800,1.8517660265263025
801,2.4168307393276667
802,1.6575762021350058
803,2.457411293350341
804,2.4412338060642043
805,2.010447969569737
806,2.7900453729634864
807,1.4735566978570844
808,3.5163961665819388
809,2.8675348607768445
810,3.5920340622296423
812,2.8129117759776414
813,2.1873324515698656
814,1.872876849016977
815,2.650225202622875
816,2.8275398132404796
817,2.8037521858038112
818,2.0782170247839424
819,2.1815768460616725
820,2.3360211201307237
821,3.108929434422012
823,2.559757510780181
824,1.9088669878719657
825,2.1181779376371606
826,2.8989344578559173
827,1.891768663468685
828,2.4144330851893345
829,2.418988736527491
830,2.4824111382091583
831,3.0585957929355634
832,2.785217196915999
833,3.7540777262211638
834,1.8352408541429304
835,3.2630654142116917
836,1.9749264670888507
837,3.2958111890545445
838,3.1890484555569687
839,2.125444319527297
840,3.5532679060479953
841,2.9954469835693245
842,3.125813087967601
843,2.3489005533489107
844,2.580888405353609
845,2.598160652446532
846,3.5447805071001204
847,1.4613624782843284
848,3.136921967607737
849,2.7314474448918262
850,3.1917514511329608
852,2.361250286821585
853,2.548553510376183
855,2.82108130674791
856,3.0271268477858073
857,3.272777137257319
858,2.680987898852605
859,1.64495301247302
860,2.4501949661793168
861,2.4848818770718712
862,1.9590914875182848
863,2.598395360451598
864,2.8250959085907033
865,1.5356529011226503
866,2.316216037423277
867,2.683525977069284
868,3.497836358735745
869,2.2740022822027193
870,2.1078111236108676
872,3.6086952647375896
873,2.3542026034186714
874,3.385397465140785
875,2.808940917026078
876,3.8307093099516942
877,2.7044444634333984
878,2.429007134097338
879,1.8087918040986752
881,3.3316034487131314
882,1.619801268383518
883,3.685643707994794
884,2.6614038149009107
885,1.7743802639330981
886,2.2251782121107366
887,3.122636256991528
888,2.5866392972418155
889,3.337492732701632
890,3.338122955048388
891,2.2294541345549947
892,2.9680038441673586
893,2.191555723248185
894,2.696994310182321
895,1.6902163093386933
896,2.96997007290984
897,2.5219128459245694
898,3.0601025243782605
899,3.087620288854268
900,2.1536694337115687
901,2.116384055734227
902,3.0371287521597385
905,3.4763887716639346
906,2.5178710929641706
908,2.645750910265435
909,1.5926627219105565
910,3.6555485177781857
911,2.899157567132764
912,2.105654935580704
913,3.8634005839138843
915,2.944278302822207
916,3.173994430695042
917,2.4970850242623817
918,2.3016226489325646
919,2.5731078774152136
920,3.4995735402122294
921,3.526964697911073
922,2.7124371478681244
926,3.4893327040630813
927,2.11139509337992
928,2.508672162927705
929,3.6458336752454183
930,3.6081290495915628
931,3.0683050675412855
932,2.4834465522443137
933,1.781032860698224
934,2.159487128480351
935,2.415840909106428
936,2.1770249581842385
937,1.8105948123579336
938,2.786402756701141
939,2.345659157459568
940,2.2403657977192273
941,1.6678140895779663
942,3.207446431027801
943,2.720663448730689
944,2.80926374171532
945,1.8803281026704974
946,3.3632564206474456
947,3.311398112450872
948,2.735016486441585
951,2.9665304906781143
952,2.382811901368429
953,3.374817723848386
954,2.031005120861474
955,3.487345845957122
956,3.016446088395604
957,2.1695281883836603
959,2.95232833263865
960,1.7008187490042692
961,2.20571340835921
962,2.985072320437882
963,2.3129014033228943
964,3.2340331144705945
965,2.284284028236109
966,2.5372941541653984
967,3.0103320591364278
968,3.2414706154762234
970,3.1431422156185747
971,3.164916997759593
972,1.3762001264691321
975,1.0175626685921717
976,1.5407853308139008
977,2.8931685216063583
978,2.4984271127730175
979,3.163013772899648
980,3.2448813468321807
981,2.1229648145928905
982,2.304572074562386
983,3.141035487310668
984,2.499857800315171
985,2.5326802344797645
986,3.126776680147777
987,3.32251496198412
988,2.525853415554803
989,1.8584311003478409
990,2.925786927762169
991,2.0511269689979517
992,2.436633773967896
994,2.5309425725277155
996,1.8973817918940363
997,3.1524000944438852
998,2.740576477982036
999,3.486430861540235
1000,2.727282717965182
1001,2.9767635560117296
1003,3.8556798497864992
1004,2.1580897755794206
1005,3.39442059615179
1007,3.056475011522555
1008,2.657756435519704
1009,2.3410896034763824
1010,3.0335732271008844
1011,2.8160394647023366
1012,1.4375542635647443
1013,3.490298006077257
1015,2.8569887640405507
1016,2.8691330196124647
1017,3.2700601681891697
1020,2.1054730722838153
1021,2.552146244517348
1022,1.523513663637782
1023,2.6182678506126478
1024,1.8497014779210557
1025,3.648882399986169
1026,2.709855802524649
1027,3.3114448495519992
1028,2.421623170818725
1029,2.521813781588545
1030,1.8877907934333797
1031,2.819535840051651
1032,3.438388794268728
1033,2.1039905901820295
1034,3.5409492876013005
1035,2.551831695364607
1036,2.348827772381949
1037,2.7312713154213353
1038,1.7586893529729253
1039,2.0871348154401117
1040,2.625390927627959
1041,3.3014491712974663
1043,2.1795918939474013
1044,3.640996593075786
1045,2.467191710845849
1046,2.572399439953006
1047,3.5891245186715786
1048,2.272571657937013
1049,3.559372576431384
1050,1.92852616405818
1051,2.763901677603904
1052,3.029752638264153
1053,3.3016561047496324
1054,1.6273382407765185
1055,2.537727449464991
1056,2.0794388230639025
1057,2.024204592545092
1058,2.8753458825820104
1061,3.3526127680908635
1062,3.04454972012105
1063,3.016523197074129
1064,2.369728593244041
1065,3.574171052335264
1066,1.908228759918783
1067,3.2449474556262183
1069,1.2621374091587558
1070,2.5702854587284842
1071,3.0812830769774715
1074,3.3955098006618636
1075,3.5892760493426286
1076,3.2714752889395573
1077,3.631201384229789
1078,2.9382514239685547
1079,2.165936436819258
1080,2.2946680791710263
1081,1.6899370510925977
1082,2.485277078918766
1083,3.4032406411248988
1085,2.707987158688624
1086,2.6173360398468155
1087,1.4878328289454115
1089,3.0448156591499638
1090,2.2243778694718563
1091,1.8702371257591057
1092,3.261146110603193
1093,2.310638260407617
1094,1.6557573227412314
1095,1.9584137575529423
1096,2.526730777222676
1097,3.1811503815192865
1098,1.7760814073442046
1099,3.2290749836394594
1100,3.1512973814966987
1102,2.785894481296697
1103,3.657901697054079
1104,2.0704138051440397
1105,3.311418612515477
1106,2.7976860761888176
1108,2.0921087982764894
1109,1.4463417041473656
1110,3.042939146463031
1111,2.861565074059638
1112,2.299398854562379
1113,2.9307041599569543
1116,2.3547644478249303
1117,2.451655688005679
1118,3.2249085154831
1119,2.1449712113768724
1120,2.865647424988311
1121,2.755181626664231
1122,2.131553612962504
1123,2.491974995102692
1124,2.426777291515777
1125,2.054866514542151
1126,2.1388366972490127
1127,2.270514713082997
1128,2.249903089902825
1130,3.5125755128334446
1132,2.6510808396905303
1133,2.697481763558468
1134,2.3629736051152626
1135,3.216643530517539
1136,2.296303093199661
1137,2.893820853461706
1138,1.9442422300220952
1139,2.867672287965922
1140,2.762689064274183
1141,3.1115357553864413
1142,3.2437150049346664
1143,2.3476504294408755
1144,2.8871816834806996
1145,3.262434417630464
1146,2.662980901240495
1147,3.1196387922275313
1148,2.75395949248744
1149,2.859799476036408
1150,1.907507672670707
1151,2.3652375438734117
1152,1.6603350683036233
1153,2.2642988609508543
1154,3.025954792393846
1155,2.6083936144259177
1156,3.2955527334212453
1157,1.9899700772365332
1158,2.87201750044005
1159,3.443989036095858
1160,2.262117510952444
1161,3.5325780584491198
1162,2.727811072560735
1163,2.22718229406376
1164,1.8669306565182775
1166,2.6555195412131183
1167,2.794497604734253
1169,1.6411214824343192
1170,3.473791522643922
1171,3.161088643235852
1173,3.06138975340319
1174,2.055955930633035
1176,3.3109264039190656
1177,2.0763753375617338
1179,3.3776288819851032
1180,2.4201895536860247
1181,2.8017597915594643
1182,3.0080399393719905
1183,3.1977602888829413
1184,3.0390358270024915
1186,3.3795971268639313
1187,1.196737089273075
1188,2.6215183692432316
1189,2.945156096387014
1190,3.314780421961235
1191,2.979305859400363
1192,3.335519260725828
1193,3.253357947035953
1194,2.7265297928181305
1195,2.446330298759319
1196,3.1396213730555864
1197,2.8297949966683094
1198,3.3893393090439536
1200,3.1007186855925846
1201,3.116032232574162
1202,3.0940333989293896
1204,2.2270316418012674
1205,2.4158545113161085
1206,3.071252821728674
1207,2.2693222016839396
1208,3.1184039481156973
1210,1.9313961988595807
1211,2.9063176018116663
1213,3.1160824430886094
1214,1.7509649004972183
1215,2.1092841832768565
1216,2.611804798346985
1217,2.3781642044692464
1218,2.6592761566125596
1219,2.6797993903697312
1221,3.201969582931876
1222,3.4832014282287265
1223,2.014594756365849
1224,2.9253640792670392
1225,3.6673570824871486
1226,2.874961609166153
1227,2.6139090576264956
1228,3.6153688780740785
1229,3.295930616191531
1230,1.431437866040803
1231,2.60869355451594
1233,2.7779247276645487
1234,2.6800240751532707
1235,2.2185453474590355
1236,2.2612151170481956
1237,3.3278706216079184
1238,2.3025083272463083
1240,1.2115588315074735
1241,1.2847519339742965
1242,3.1446096853910745
1243,2.5806418708529697
1244,3.2359079904840966
1245,2.4918294073745924
1246,1.8561480572915463
1247,3.6569113514954426
1248,3.492656230909886
1249,2.4576494128191415
1250,2.927837197564818
1251,2.297835534288261
1252,3.027184275051826
1253,1.960707236251983
1255,2.7195808139008384
1256,3.4251959070585873
1257,2.8037083325524312
1258,1.7521522704488977
1260,2.861147167606518
1261,2.796018034146022
1262,3.815407236213686
1263,2.1773338713276784
1264,1.9495334328225176
1265,2.4611810038295183
1266,3.5598319494233053
1267,2.2601740276191413
1269,3.3832001331086805
1271,2.9436562054593582
1272,3.0416005261312757
1273,2.9683640051330547
1274,2.349250845295926
1275,3.0459694538650317
1276,1.998431880784342
1277,3.1403966542495816
1278,2.735063822631212
1279,2.7094394803870525
1280,3.2398090711363325
1281,2.9263688042700156
1282,3.484165683403277
1283,2.4222005665432573
1284,1.7654432701566436
1285,2.3183281385955965
1286,2.6651310379047897
1287,1.799730522329753
1288,3.115100158377964
1290,2.4984905561410913
1292,2.1292902264631755
1293,2.9010287894150517
1295,2.0416211838523637
1297,2.6589798113171597
1298,3.1705681822703617
1299,2.197029279665747
1300,3.4200912708049653
1301,2.950737894567627
1302,2.6090947536271396
1303,3.129430932867357
1304,3.3828511013262683
1305,1.650525631501764
1306,2.1315432507573355
1307,3.1267343289538068
1308,2.6310813758741656
1309,2.4713510730209958
1310,2.7623242865365065
1311,3.1363397365667818
1312,1.8125062004664576
1313,2.4939066743105167
1314,2.4854911860861213
1315,3.7376141272902403
1316,3.0997457177069982
1317,2.479047755508229
1318,3.4363509162575796
1319,1.9208158756423406
1320,3.6679730389389658
1321,1.9377604003605353
1323,3.4139137729402798
1324,2.6457909816814262
1326,3.1153301821812094
1327,2.5789446297558816
1328,1.6815017329377644
1329,3.3226511869058695
1330,2.835246299686563
1331,3.7584826051387674
1332,3.1643381863590463
1333,2.0299259888119767
1334,3.455701051259489
1336,2.2775074532000747
1337,3.709637409979474
1338,1.2968546237012326
1339,1.5776624358764364
1340,3.276017365686566
1342,2.806542021290083
1343,3.020097904791075
1344,1.9140740695177476
1345,3.3650650220125873
1346,3.4937758511973387
1347,2.6901134387603256
1348,3.2393971933580366
1350,2.6787780619697372
1351,3.504105450538374
1352,2.2943618222111986
1353,2.8729013285776257
1354,3.373405580775737
1355,2.372334022555934
1356,2.0381398028259445
1357,3.497962780280621
1358,2.632759154281368
1359,2.9639279806212375
1360,3.0631272751717282
1361,2.442858009235936
1362,3.0131502650641866
1363,3.3871857770120832
1364,2.59451140404213
1365,3.0947591869785365
1366,3.2508038896385174
1367,2.242448938783543
1368,2.3364545480041996
1369,3.5524888866601243
1370,2.614983008191045
1371,2.4689956694679536
1372,3.4229168967951007
1373,3.1158038254676246
1374,2.935568687636656
1375,2.6966214694821895
1376,2.7221551583133907
1377,3.6573650698932534
1378,3.401577931479017
1379,2.761534764516915
1380,3.371857106815483
1381,1.7059763690847807
1383,3.681169926263525
1384,3.152486964845027
1385,2.3969856828465366
1386,3.5406810276893967
1387,2.5868944712895847
1388,2.641371257516078
1389,1.8876326004553592
1390,2.9884459669981585
1391,2.999487731805052
1392,2.553316199352782
1393,2.7361411540594465
1394,1.1824789524228747
1395,2.415539571986413
1396,2.2377778317928616
1397,2.6495847663749847
1398,3.774773764336893
1399,2.8091250631698492
1400,2.15425623255231
1401,2.598389414264634
1402,2.7869955350004285
1403,1.6364910218821298
1404,2.3893966553359416
1405,2.2714812932752726
1407,3.0405844982142485
1408,3.282323462170196
1409,3.171179720586708
1410,2.9233521712390402
1411,2.5702572484889186
1412,1.7271925908752344
1414,2.994342186778251
1415,2.1151797537680532
1416,3.559667767271396
1417,2.288416872922851
1418,3.1838340430017853
1419,3.678006944746877
1420,2.471316070718922
1421,2.0536323638278438
1422,3.2478124225969087
1423,2.1045528001060534
1424,2.888018853104172
1425,1.4133954547132688
1426,1.8719314619010903
1427,2.4915096696231274
1428,3.525015963745875
1429,2.4037630938841024
1430,2.684667026343186
1431,2.963156600699753
1432,1.6915607012814795
1433,2.806429809410738
1434,3.8158416890481988
